rtt,jitter,loss,ecn,d1,d2,label
17.51131426824731,4.584678336238283,1,0.11700534770565907,0.0,0.0,1
19.1298072026635,1.9813024308722604,2,0.10263266949419336,0.0,0.0,1
42.778253247894895,2.2723409828204373,2,0.6631581705139592,0.0,0.0,0
52.13324599296758,0.8344424402457408,1,0.7690141187648158,0.0,0.0,0
14.379702202316643,6.7538950758000285,0,0.745986215283287,0.0,0.0,1
15.146615817506941,9.535604614039803,0,0.09356092510871006,0.0,0.0,0
22.94488651567689,3.1894900664590704,1,0.4709413880864274,0.0,0.0,1
39.13787671024805,0.4935318345915046,2,0.44484436340933586,0.0,0.0,0
13.387868851899333,2.293949776721025,2,0.13356022971716675,0.0,0.0,1
18.85457237486375,1.0805932085865182,0,0.6478101738588649,0.0,0.0,1
15.265732060852738,1.7982314650897604,0,0.32714266631955913,0.0,0.0,1
87.59060969771248,18.367556028237765,11,0.4508497319560212,0.0,0.0,0
27.864835317180138,0.21997956025000462,2,0.49162483571137594,0.0,0.0,1
15.027704498198187,0.6818311827691397,1,0.5160527345000817,0.0,0.0,1
21.730638189472145,4.157394646365593,1,0.3263635253353948,0.0,0.0,1
24.006908988472425,0.11674826856361328,0,0.5967292881192501,0.0,0.0,1
23.63717385737007,2.762894423745054,0,0.2822576386410032,0.0,0.0,1
17.33633762918329,0.9329250439250225,0,0.9183141627228513,0.0,0.0,1
69.37013797603977,21.983272781974392,11,0.4827037231261836,0.0,0.0,0
21.93054663687903,5.37110322740054,2,0.11684965840503736,0.0,0.0,1
30.667488494477908,7.552361916924113,1,0.48893178585400465,0.0,0.0,0
13.989768344885453,0.2956986506971288,1,0.745967812776218,0.0,0.0,1
17.709050232083317,15.729887188489162,3,0.3409800363741421,0.0,0.0,0
40.817641372051675,0.4646931558670262,0,0.049753947570027934,0.0,0.0,0
24.475539802208417,6.123561202311713,1,0.11967701398047781,0.0,0.0,1
27.218329688961855,1.4146633206995636,1,0.22584144457110855,0.0,0.0,1
20.040556243687497,9.31013796211718,0,0.5606933656737035,0.0,0.0,0
18.245947052066562,0.0031237510773819864,0,0.6044596706089018,0.0,0.0,1
12.037717933379767,3.5055316783196853,0,0.750681571485078,0.0,0.0,1
19.351371530252678,16.31876668074038,0,0.6288740298566728,0.0,0.0,0
17.86717310849016,3.5512080567012028,1,0.0033832528614875512,0.0,0.0,1
90.96418109265981,18.678076933401385,12,0.500396387583693,0.0,0.0,0
66.93615761118015,18.3010810684403,12,0.9943149672647223,0.0,0.0,0
12.928814998181684,11.64341321334281,2,0.6362755216633257,0.0,0.0,0
19.92745378658578,3.7933565024580007,1,0.41704345645004137,0.0,0.0,1
14.001955459465464,2.0611103306505028,0,0.13748183468741004,0.0,0.0,1
19.001322628386376,0.8541176807931821,0,0.33449235910381847,0.0,0.0,1
58.251910107569934,19.501703255260317,13,0.6323772730634359,0.0,0.0,0
11.290078192187178,0.526717407502324,1,0.4827075842215711,0.0,0.0,1
68.61769419002123,15.19244595601158,10,0.8781211288629127,0.0,0.0,0
22.545914499013165,4.320583864035562,1,0.044992243903623885,0.0,0.0,1
23.550433987631756,1.3805601505956424,1,0.38993231007597595,0.0,0.0,1
20.179138996355114,0.7154024170985542,1,0.3535326622217745,0.0,0.0,1
14.149972758036125,4.369477478262788,0,0.2461842129209314,0.0,0.0,1
13.156207774847875,6.066529306122463,1,0.5333984893501018,0.0,0.0,1
30.1268905417333,0.33444360947195,2,0.44627557507365634,0.0,0.0,0
63.75823789116902,16.60816738980779,11,0.856559762679281,0.0,0.0,0
99.17442769727967,15.072120453112735,12,0.560292978529219,0.0,0.0,0
20.4083196922076,5.2747573449653355,4,0.6412482626884225,0.0,0.0,1
6.331222289906783,0.024744590265891382,1,0.5489326963221381,0.0,0.0,1
69.53940372078091,16.485407576593442,11,0.23046511601538955,0.0,0.0,0
63.79663620184576,21.991200586048848,10,0.5986830087784177,0.0,0.0,0
19.971288085420905,2.6266526803598467,0,0.9954879831927819,0.0,0.0,1
71.86110951462652,19.87117357856505,11,0.6382462496411029,0.0,0.0,0
36.599257495045194,0.43495063837409714,1,0.6672470711356245,0.0,0.0,0
32.847435007263215,0.36544660674563534,2,0.8192107666691913,0.0,0.0,0
17.12624821453028,1.3126913262787647,0,0.010292592697400904,0.0,0.0,1
21.677425971147983,3.354434890882119,2,0.4021049525081505,0.0,0.0,1
26.04090352438566,0.5349537710724315,1,0.6934382845399334,0.0,0.0,1
73.03449099826622,15.203382423715441,11,0.14751207657217724,0.0,0.0,0
14.105108861556962,11.167928387567592,0,0.9562600806383458,0.0,0.0,0
18.796072040999512,1.0307734057811828,0,0.7191630358800694,0.0,0.0,1
10.464954530576126,2.937716896477478,0,0.900671921351929,0.0,0.0,1
12.800336966045384,3.2324358425947253,2,0.8218302197119355,0.0,0.0,1
27.105699707676727,0.11823017018920495,2,0.9890428566217606,0.0,0.0,1
29.548934513852945,2.5034536187198864,1,0.5365847432025848,0.0,0.0,1
15.925255701568364,0.6705698147148673,0,0.8418895013520924,0.0,0.0,1
20.101405137635286,0.28253002962578777,1,0.19223878294464203,0.0,0.0,1
17.7396844439835,1.5170636604223136,0,0.01220094960227669,0.0,0.0,1
12.142597643602455,4.722763121059275,0,0.13535693879329136,0.0,0.0,1
21.923052143821813,10.426658726256548,0,0.612182980527945,0.0,0.0,0
27.62905158017879,2.0499020429253934,2,0.9443519651755147,0.0,0.0,1
17.586515688505866,6.553994779946086,0,0.354406553395491,0.0,0.0,1
25.249597401090604,8.711465135109027,2,0.9204671198667926,0.0,0.0,0
6.950039967085753,1.755236024125611,0,0.33895284042849727,0.0,0.0,1
20.01503703995475,0.4712359198200142,0,0.4423453973431809,0.0,0.0,1
17.84715386828324,1.113647009022444,1,0.658439848952387,0.0,0.0,1
18.70853740157829,1.4708219383427972,1,0.5448495722456704,0.0,0.0,1
16.45512801146139,1.818315899356394,0,0.0693268541491111,0.0,0.0,1
